zinc_id,smiles
ZINC000001532740,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000001532881,COc1cc(/C=C/C(=O)O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O
ZINC000001549593,O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000001557164,N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001557594,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]12
ZINC000001561960,CC(C)CCC[C@H](C)CCO
ZINC000001564489,CC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O
ZINC000001569529,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000001570252,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001570253,CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001570254,CC(C)C[C@H](N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001570255,CC(C)C[C@@H](N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001571009,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
ZINC000001576166,N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001577054,O=S(=O)(O)c1ccc(O)cc1
ZINC000001577208,CCCCC[C@@H](C)O
ZINC000001583681,C=C[C@@H]1CNCC[C@@H]1CCC(=O)c1ccnc2ccc(OC)cc12
ZINC000001583682,C=C[C@@H]1CNCC[C@H]1CCC(=O)c1ccnc2ccc(OC)cc12
ZINC000001583683,C=C[C@H]1CNCC[C@H]1CCC(=O)c1ccnc2ccc(OC)cc12
ZINC000001583795,CC(C)=CCC/C(C)=C/COC=O
ZINC000001583796,O=COC/C=C/c1ccccc1
ZINC000001584050,CC(C)CC(=O)OCCc1ccccc1
ZINC000001585150,O=[N+]([O-])c1ccc2c(c1)C(O)=NS2(=O)=O
ZINC000001586316,CCC(=O)OCCC(C)C
ZINC000001594591,CN(C)C=S
ZINC000001597265,CC(=O)OCCCc1ccccc1
ZINC000001597267,O=COCCc1ccccc1
ZINC000001597766,COC(C)=O
ZINC000001599733,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@H]1O
ZINC000001601437,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1
ZINC000001605474,N[C@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
ZINC000001605475,N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O
ZINC000001605476,N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
ZINC000001605477,N[C@@H](CCC(=O)O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O
ZINC000001613339,CCCCCCCCCC/C=C/C=O
ZINC000001614326,CCOC(=O)/C=C/c1ccc(O)c(O)c1
ZINC000001629943,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12
ZINC000001631228,CCCCCCCCCOC(C)=O
ZINC000001641013,CCCC[C@H](O)CC
ZINC000001648253,CCOC=O
ZINC000001648266,OCc1ccco1
ZINC000001648279,Cc1ccc(F)cc1
ZINC000001648322,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
ZINC000001665564,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1
ZINC000001669521,CCC(=O)OCC(COC(=O)CC)OC(=O)CC
ZINC000001672766,CC(C)CNCCOC(=O)c1cccc(N)c1
ZINC000001672808,CCCCCCC(C)=O
ZINC000001672862,N#CCCCC#N
ZINC000001674783,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O
ZINC000001676954,NC(=O)OCCCc1ccccc1
ZINC000001677786,C=C[C@@](C)(CCC=C(C)C)OC=O
ZINC000001677808,CCC(=O)OC/C=C(\C)CCC=C(C)C
ZINC000001678359,CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc21
ZINC000001680000,CCC(Br)(CC)C(N)=O
ZINC000001680788,CC(C)(O)Cc1ccccc1
ZINC000001680868,CCOc1ccc2nccc([C@H](O)[C@H]3C[C@H]4CCN3C[C@H]4CC)c2c1
ZINC000001682358,c1ccnnc1
ZINC000001683094,C[N+](C)(C)CCCCC[N+](C)(C)C
ZINC000001683479,CCCCCCOC(C)=O
ZINC000001683616,C[C@H]1CCC[C@@H](C)N1
ZINC000001683658,CC(=O)NC(N)=S
ZINC000001686357,CC1(C)[C@H]2CC[C@]1(C)C(=O)[C@@H]2S(=O)(=O)O
ZINC000001686993,CCCCCCCCCO
ZINC000001687017,C=CCN=C=S
ZINC000001687319,OCCCCCO
ZINC000001687400,CC(C)C(=O)OCCCc1ccccc1
ZINC000001689527,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
ZINC000001689528,O=C1c2ccc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O
ZINC000001689529,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@@H]1O
ZINC000001691388,CCNC(N)=S
ZINC000001692449,C=C[C@H](O)CC
ZINC000001695364,CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1
ZINC000001697400,CCCOC(=O)CC
ZINC000001697403,CCCOC(C)=O
ZINC000001700069,O=[N+]([O-])c1cccc2ccccc12
ZINC000001707332,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O
ZINC000001713761,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
ZINC000001715842,COc1cc2c(cc1O)[C@H](Cc1ccc(OC)c(OC)c1)N(C)CC2
ZINC000001718840,CCCCOC(=O)CCC(C)=O
ZINC000001724775,C=C(C)CCC[C@H](C)CCOC(C)=O
ZINC000001724776,C=C(C)CCC[C@@H](C)CCOC(C)=O
ZINC000001757854,O=S(=O)(O)c1ccccc1O
ZINC000001769096,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@@H](O)CO)c2cc1C
ZINC000001846531,C=CCC1(C(C)(C)CC)C(=O)NC(=O)NC1=O
ZINC000001846590,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1
ZINC000001846633,CCOCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2
ZINC000001849532,COc1cccc([C@]2(O)CCCC[C@@H]2CN(C)C)c1
ZINC000001850071,CCC(=O)OC(C)(C)[C@@H]1CC=C(C)CC1
ZINC000001850073,CCC(=O)OC(C)(C)[C@H]1CC=C(C)CC1
ZINC000001850623,C[C@@H](Cc1ccccc1)NCCC#N
ZINC000001850625,C[C@H](Cc1ccccc1)NCCC#N
ZINC000001850644,CC1=CC[C@@H](C(C)(C)OC(=O)c2ccccc2N)CC1
ZINC000001850645,CC1=CC[C@H](C(C)(C)OC(=O)c2ccccc2N)CC1
ZINC000001850957,CCCOC(=O)/C=C/c1ccco1
ZINC000001850974,CC1(C)[C@H]2CC[C@](C)(C2)[C@@H]1O
ZINC000001850996,C=C(C)CCC[C@H](C)CCOC=O
ZINC000001850997,C=C(C)CCC[C@@H](C)CCOC=O
ZINC000001851023,C=C[C@](C)(CCC=C(C)C)OC=O
ZINC000001851030,CCC(=O)OC/C=C(/C)CCC=C(C)C
ZINC000001865982,CC(C)C[C@H](NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)O
ZINC000001867144,C[C@H](O)CCO
ZINC000001883067,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
ZINC000001998378,C[C@H]([C@@H](O)c1ccccc1)N(C)C/C=C/c1ccccc1
ZINC000001999384,CC[C@H](NC)c1ccccc1OC
ZINC000001999385,CC[C@@H](NC)c1ccccc1OC
ZINC000002003566,CCCCC[C@H](C)O
ZINC000002003567,CCCC[C@@H](O)CC
ZINC000002005550,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O
ZINC000002008885,C=C[C@H](O)C#CC#C[C@@H](O)/C=C/CCCCCCC
ZINC000002009976,CC1=CC(O)=NS(=O)(=O)O1
ZINC000002013424,O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000002015652,COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1
ZINC000002015725,C[C@@H]([C@H](O)c1ccccc1)N(C)C/C=C/c1ccccc1
ZINC000002015900,Cc1ccc(N(CC2=NCCN2)c2ccc(O)cc2)cc1
ZINC000002016043,CCc1ccc(C(=O)[C@@H](C)CN2CCCC2)cc1
ZINC000002018980,C[C@@H](CN(C)C)[C@](C)(O)Cc1ccc(Cl)cc1
ZINC000002018981,C[C@@H](CN(C)C)[C@@](C)(O)Cc1ccc(Cl)cc1
ZINC000002018982,C[C@H](CN(C)C)[C@@](C)(O)Cc1ccc(Cl)cc1
ZINC000002020491,C[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C
ZINC000002020519,C=C[C@@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
ZINC000002022074,S=C=NCCc1ccccc1
ZINC000002025687,C[C@H](CC(C)(C)O)O[C@@H](O)C(Cl)(Cl)Cl
ZINC000002027185,C=C(Br)C[C@@]1(C(C)C)C(=O)NC(=O)N(C)C1=O
ZINC000002031573,CCC(=O)OC(C)C
ZINC000002033589,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O
ZINC000002033818,N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000002033819,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
ZINC000002034403,C=C[C@@H](O)CC
ZINC000002034415,CCCC[C@@H](N)C(=O)O
ZINC000002034780,CCCOC(=O)CC(C)C
ZINC000002034893,CC[C@@](C)(CN(C)C)OC(=O)c1ccccc1
ZINC000002038219,CCOC(=O)c1cc(OC)c(O)c(OC)c1
ZINC000002038251,CC(C)=CCC/C(C)=C/COC(=O)CC(C)C
ZINC000002038252,CC(C)=CCC/C(C)=C\COC(=O)CC(C)C
ZINC000002038847,CC1=CC[C@@H](C(C)(C)OC=O)CC1
ZINC000002038848,CC1=CC[C@H](C(C)(C)OC=O)CC1
ZINC000002039644,Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C
ZINC000002039910,C=CS(=O)C=C
ZINC000002040148,CCNC[C@H](O)c1cccc(O)c1
ZINC000002040149,CCNC[C@@H](O)c1cccc(O)c1
ZINC000002040978,CCC(=O)OCC[C@@H](C)CCC=C(C)C
ZINC000002040979,CCC(=O)OCC[C@H](C)CCC=C(C)C
ZINC000002041004,CCN(CC)CC(C)(C)COC(=O)[C@@H](CO)c1ccccc1
ZINC000002041005,CCN(CC)CC(C)(C)COC(=O)[C@H](CO)c1ccccc1
ZINC000002041067,CC(C)CNCC(C)C
ZINC000002041068,CCCOC=O
ZINC000002041097,C[C@@H](O)CCO
ZINC000002041115,CC(C)CCC[C@@H](C)CCO
ZINC000002041152,CN[C@H](C)CC1CCCC1
ZINC000002041276,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O
ZINC000002041282,O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCC1
ZINC000002041285,C=CCC1([C@@H]2C=CCC2)C(=O)NC(=O)NC1=O
ZINC000002041360,CN1C(=O)NC(=O)[C@@](C)(C2=CCCCC2)C1=O
ZINC000002083329,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34
ZINC000002138728,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
ZINC000002154251,COc1ccc2ccc(=O)oc2c1C[C@H]1OC1(C)C
ZINC000002154253,COc1ccc2ccc(=O)oc2c1C[C@@H]1OC1(C)C
ZINC000002169830,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000002384722,O=C=NCCc1ccccc1
ZINC000002384787,N[C@@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O
ZINC000002390944,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
ZINC000002510358,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
ZINC000002516269,CCCCCCCCCC(=O)OC[C@H](O)CO
ZINC000002522669,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
ZINC000002548959,COc1c2occc2cc2ccc(=O)oc12
ZINC000002556665,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@@H]1C(=O)O
ZINC000002560357,O=S1(=O)N=C(O)c2ccccc21
ZINC000002561287,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@H](c1ccc(O)cc1)O2
ZINC000002563389,C=C(C)CCC[C@@H](C)CCOC(=O)CC(C)C
ZINC000002566194,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1
ZINC000002572698,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)O
ZINC000002575127,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
ZINC000002577065,S=C1NCCN1
ZINC000003079337,C[N+](C)(C)CCO
ZINC000003201907,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
ZINC000003201958,C[C@H](COc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1
ZINC000003581021,O=C(O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000003581355,CC[C@H](C)[C@H](N)C(=O)O
ZINC000003589671,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O
ZINC000003607120,COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
ZINC000003628643,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
ZINC000003637160,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2
ZINC000003641748,C[C@@H]1CCC[C@@H](C)N1
ZINC000003641749,C[C@H]1CCC[C@H](C)N1
ZINC000003645145,CC(C)C[C@H](N)C(=O)O
ZINC000003650334,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C
ZINC000003651680,CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O
ZINC000003779067,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
ZINC000003781682,O=C(C[S@](=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
ZINC000003782486,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
ZINC000003791297,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
ZINC000003802189,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
ZINC000003809490,NCCS(=O)(=O)O
ZINC000003812983,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
ZINC000003830347,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
ZINC000003830405,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
ZINC000003830406,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@@H]3SC2)s1
ZINC000003830407,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
ZINC000003830408,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@H](NC(=O)Cn4cnnn4)[C@@H]3SC2)s1
ZINC000003830458,COCC1=C(C(=O)O[C@@H](C)OC(=O)OC(C)C)N2C(=O)[C@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@@H]2SC1
ZINC000003830460,COCC1=C(C(=O)O[C@@H](C)OC(=O)OC(C)C)N2C(=O)[C@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1
ZINC000003830530,C[C@@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl
ZINC000003830531,C[C@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl
ZINC000003830532,C[C@@H](CC(C)(C)O)O[C@@H](O)C(Cl)(Cl)Cl
ZINC000003830879,OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000003830910,CN1C(=O)NC(=O)[C@](C)(C2=CCCCC2)C1=O
ZINC000003830938,C[C@H](I)[C@@H]1OC[C@H](CO)O1
ZINC000003830939,C[C@@H](I)[C@@H]1OC[C@H](CO)O1
ZINC000003830940,C[C@H](I)[C@H]1OC[C@H](CO)O1
ZINC000003830962,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I
ZINC000003830969,C[C@@H](COc1ccccc1)N[C@@H](C)[C@H](O)c1ccc(O)cc1
ZINC000003830970,C[C@H](N[C@H](C)COc1ccccc1)[C@H](O)c1ccc(O)cc1
ZINC000003830971,C[C@@H](COc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1
ZINC000003831106,CCC1(CC)C(=O)NC[C@@H](C)C1=O
ZINC000003831107,CCC1(CC)C(=O)NC[C@H](C)C1=O
ZINC000003831125,COCC(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
ZINC000003831403,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
ZINC000003831404,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
ZINC000003831405,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
ZINC000003831484,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21
ZINC000003831557,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1
ZINC000003831558,CC1(C)O[C@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1
ZINC000003831559,CC1(C)O[C@@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1
ZINC000003831560,CC1(C)O[C@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]3[C@@H]2O1
ZINC000003831581,O=C1N(Cc2ccccc2)[C@@H]2C[S@@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1
ZINC000003831582,O=C1N(Cc2ccccc2)[C@H]2C[S@@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1
ZINC000003831583,O=C1N(Cc2ccccc2)[C@@H]2C[S@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1
ZINC000003831584,O=C1N(Cc2ccccc2)[C@H]2C[S@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1
ZINC000003833821,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
ZINC000003847505,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003860309,O=C1CCCCCCC1
ZINC000003860382,O=C(O)c1cc(I)cc(I)c1O
ZINC000003860441,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
ZINC000003860577,CC(C)[C@H]1CC[C@@H](C)CC1=O
ZINC000003860635,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O
ZINC000003860775,O=C1CCCc2ccccc21
ZINC000003860823,O=c1c2ccccc2oc2ccccc12
ZINC000003860825,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
ZINC000003860869,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C
ZINC000003860906,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
ZINC000003861095,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000003861133,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
ZINC000003861134,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@H]6[C@H]5C[C@H]43
ZINC000003861550,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O
ZINC000003861737,OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003861770,CN(CC(=O)O)C(=N)N
ZINC000003869607,O=C(/C=C\c1ccc(O)cc1)c1ccc(O)cc1O
ZINC000003869608,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
ZINC000003869685,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
ZINC000003869768,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000003869855,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
ZINC000003870336,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2
ZINC000003870412,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
ZINC000003871576,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000003871804,O=C(/C=C\c1ccc(O)c(O)c1)c1ccc(O)cc1O
ZINC000003871891,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O
ZINC000003871989,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(OC)cc21
ZINC000003872049,OC(O)C(Cl)(Cl)Cl
ZINC000003872070,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
ZINC000003872170,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
ZINC000003873058,O=C(C[S@](=O)Cc1ccco1)NC/C=C/COc1cc(CN2CCCCC2)ccn1
ZINC000003873059,O=C(C[S@@](=O)Cc1ccco1)NC/C=C/COc1cc(CN2CCCCC2)ccn1
ZINC000003873156,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21
ZINC000003873157,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21
ZINC000003874019,S=C(Nc1ccccc1)Nc1ccccc1
ZINC000003874317,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
ZINC000003874580,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1
ZINC000003874950,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
ZINC000003875039,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
ZINC000003875332,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
ZINC000003875357,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
ZINC000003875408,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003875485,C=CCC1([C@H]2C=CCC2)C(=O)NC(=O)NC1=O
ZINC000003875487,CCC1(CC)C(=O)CCNC1=O
ZINC000003875603,NC(=S)Nc1cccc2ccccc12
ZINC000003875629,COc1cc(C)ccc1O
ZINC000003875720,NC(=S)Nc1ccccc1
ZINC000003875768,C=CCNC(N)=S
ZINC000003875968,CCCCCCC1(CC)C(=O)NC(=O)NC1=O
ZINC000003881368,OC[C@@H]1CCCN2CCCC[C@H]12
ZINC000003881558,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
ZINC000003881680,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12
ZINC000003881689,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
ZINC000003881797,C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O
ZINC000003881918,C[C@@H]1C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@@]1(O)CCc1ccoc1
ZINC000003914808,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
ZINC000003914809,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000003917773,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C=CC(=O)[C@@]21C
ZINC000003947475,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@@H]1O
ZINC000003956734,O=[N+]([O-])c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000003973018,CCCCC/C=C\C/C=C\CCCCCCCC(=O)C[C@H](O)COC(C)=O
ZINC000003978028,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
ZINC000003978029,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
ZINC000003978498,C#CCCCCCCCCCCC[C@H](O)C[C@H](O)COC(C)=O
ZINC000003978503,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
ZINC000003978633,COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C
ZINC000003979023,C#CCCCCCCCCCCC[C@H](O)C[C@H](O)CO
ZINC000003979024,C#CCCCCCCCCCCC[C@@H](O)C[C@H](O)CO
ZINC000003979026,C#CCCCCCCCCCCC[C@H](O)C[C@@H](O)CO
